ID,WL,U,V,SAL,TEMP,TRACE_1,WQ_1,WQ_2,WQ_3,WQ_4,WQ_5,WQ_6,WQ_7,WQ_8,WQ_9,WQ_10,WQ_11,WQ_12,WQ_13,WQ_14,WQ_15,WQ_16,WQ_17,WQ_18,WQ_19,WQ_20,WQ_21
    22,-0.1008,0.0671,0.1703,31.7804,20.8212,0.0000,10.4514,229.0809,0.3210,0.0866,0.2398,0.0149,152.6119,22.2081,13.1795,9.0974,0.3451,0.1842,0.2095,0.2003,4.6776,0.8112,0.5518,0.0000,0.0000,0.0000,0.0000
    23,-0.1039,0.0805,0.2338,31.7725,20.8312,0.0000,10.4626,228.9470,0.3015,0.0780,0.2402,0.0149,152.9025,22.2991,13.2085,9.1457,0.3456,0.1837,0.2085,0.2004,4.6787,0.8010,0.5546,0.0000,0.0000,0.0000,0.0000
    24,-0.1061,0.0708,0.2139,31.7305,20.9415,0.0000,10.4965,229.2121,0.2963,0.0769,0.2424,0.0152,154.1797,22.6316,13.3389,9.3103,0.3469,0.1826,0.2081,0.2003,4.6844,0.8258,0.5627,0.0000,0.0000,0.0000,0.0000
    25,-0.1070,0.0977,0.2706,31.5635,21.1292,0.0000,10.5847,228.9056,0.3008,0.0871,0.2495,0.0158,157.5343,24.0234,13.6758,9.9372,0.3490,0.1826,0.2118,0.2002,4.8563,0.8789,0.5843,0.0000,0.0000,0.0000,0.0000
    26,-0.1071,0.0796,0.2476,31.3815,21.0651,0.0000,10.6991,229.0101,0.3366,0.1061,0.2569,0.0164,160.6928,25.5320,13.9813,10.6160,0.3514,0.1835,0.2166,0.2005,5.1296,0.9632,0.6063,0.0000,0.0000,0.0000,0.0000
    27,-0.1078,0.0529,0.1518,31.2281,21.1517,0.0000,10.8108,227.9317,0.3827,0.1369,0.2631,0.0170,163.7140,26.7479,14.2935,11.1660,0.3526,0.1847,0.2221,0.2012,5.4053,1.0260,0.6247,0.0000,0.0000,0.0000,0.0000
    28,-0.1073,0.0134,0.0215,31.0572,21.2798,0.0000,10.8147,226.0363,0.4687,0.1839,0.2710,0.0175,165.2154,28.1875,14.4379,11.7952,0.3519,0.1866,0.2299,0.2016,5.5782,1.0808,0.6396,0.0000,0.0000,0.0000,0.0000
    29,-0.1034,0.0797,0.1780,31.8638,20.7882,0.0000,10.4104,228.9034,0.3010,0.0746,0.2358,0.0146,150.5833,21.4910,12.9756,8.7697,0.3437,0.1841,0.2076,0.2001,4.6063,0.7597,0.5400,0.0000,0.0000,0.0000,0.0000
    30,-0.1058,0.0563,0.2192,31.8832,20.7666,0.0000,10.4236,228.6518,0.2909,0.0690,0.2348,0.0145,150.3521,21.3548,12.9546,8.7094,0.3440,0.1838,0.2071,0.2002,4.6039,0.7299,0.5381,0.0000,0.0000,0.0000,0.0000
    31,-0.1090,0.0447,0.1890,31.8334,20.8427,0.0000,10.4473,228.7155,0.2914,0.0705,0.2370,0.0147,151.3473,21.7412,13.0552,8.8934,0.3448,0.1834,0.2074,0.2002,4.6367,0.7504,0.5447,0.0000,0.0000,0.0000,0.0000
    32,-0.1080,0.0626,0.2199,31.7458,20.9077,0.0000,10.4741,228.7437,0.3091,0.0811,0.2412,0.0150,153.2311,22.4750,13.2427,9.2314,0.3454,0.1835,0.2091,0.2003,4.7043,0.7973,0.5578,0.0000,0.0000,0.0000,0.0000
    33,-0.1096,0.0754,0.1841,31.6837,21.0053,0.0000,10.5007,228.5662,0.3185,0.0885,0.2436,0.0153,154.7752,22.9431,13.3979,9.4427,0.3460,0.1839,0.2109,0.2003,4.7776,0.8141,0.5667,0.0000,0.0000,0.0000,0.0000
    34,-0.1096,0.0913,0.2456,31.5516,21.1522,0.0000,10.5890,228.5945,0.3036,0.0887,0.2497,0.0158,157.6884,24.1086,13.6917,9.9736,0.3485,0.1828,0.2125,0.2002,4.8841,0.8719,0.5853,0.0000,0.0000,0.0000,0.0000
    35,-0.1105,0.0629,0.1666,31.4265,21.0128,0.0000,10.6713,228.3035,0.3509,0.1133,0.2544,0.0162,159.8107,25.1399,13.8990,10.4386,0.3504,0.1841,0.2173,0.2003,5.1551,0.9009,0.5999,0.0000,0.0000,0.0000,0.0000
    36,-0.1098,0.0566,0.1589,31.3368,21.0284,0.0000,10.7582,228.7318,0.3497,0.1118,0.2583,0.0166,161.7807,25.8855,14.1028,10.7763,0.3524,0.1841,0.2180,0.2003,5.2577,0.9619,0.6120,0.0000,0.0000,0.0000,0.0000
    37,-0.1101,0.0143,0.0353,31.2326,21.2770,0.0000,10.8747,227.2075,0.3401,0.0981,0.2619,0.0170,163.6782,26.6895,14.3141,11.1406,0.3537,0.1842,0.2223,0.2005,5.4443,0.9915,0.6232,0.0000,0.0000,0.0000,0.0000
    38,-0.1092,0.0012,0.0009,31.1660,21.5342,0.0000,10.9080,226.6438,0.3444,0.0615,0.2642,0.0173,164.4615,27.2608,14.3799,11.3938,0.3534,0.1853,0.2263,0.2002,5.5924,0.9855,0.6301,0.0000,0.0000,0.0000,0.0000
    39,-0.1049,0.0773,0.1621,31.9528,20.7244,0.0000,10.3786,228.5941,0.2900,0.0658,0.2313,0.0142,148.5339,20.7121,12.7713,8.4138,0.3422,0.1844,0.2063,0.2001,4.5365,0.6856,0.5270,0.0000,0.0000,0.0000,0.0000
    40,-0.1066,0.0361,0.1767,31.9620,20.6817,0.0000,10.3856,228.3735,0.2846,0.0634,0.2309,0.0142,148.4738,20.6602,12.7664,8.3866,0.3424,0.1842,0.2062,0.2001,4.5369,0.6741,0.5261,0.0000,0.0000,0.0000,0.0000
    41,-0.1095,-0.0025,0.1115,31.8800,20.6987,0.0000,10.4147,228.1884,0.2937,0.0705,0.2344,0.0145,150.0667,21.3451,12.9254,8.6937,0.3433,0.1845,0.2081,0.2002,4.6285,0.7026,0.5363,0.0000,0.0000,0.0000,0.0000
    42,-0.1114,0.0335,0.1457,31.7710,20.9627,0.0000,10.4720,228.3184,0.2972,0.0751,0.2393,0.0149,152.6475,22.1725,13.1864,9.0923,0.3452,0.1837,0.2088,0.2002,4.6956,0.7564,0.5530,0.0000,0.0000,0.0000,0.0000
    43,-0.1114,-0.0222,0.1161,31.8941,20.6923,0.0000,10.4104,227.9722,0.2852,0.0649,0.2333,0.0144,149.6086,21.1448,12.8797,8.6070,0.3430,0.1846,0.2073,0.2001,4.6027,0.6835,0.5334,0.0000,0.0000,0.0000,0.0000
    44,-0.1127,0.0061,0.1267,31.9204,20.7541,0.0000,10.4252,227.9388,0.2760,0.0594,0.2329,0.0144,149.6360,21.0488,12.8858,8.5750,0.3432,0.1842,0.2063,0.2001,4.5804,0.6754,0.5334,0.0000,0.0000,0.0000,0.0000
    45,-0.1139,0.0472,0.1815,31.7965,21.1653,0.0000,10.4732,228.0992,0.2797,0.0664,0.2390,0.0149,153.4477,22.0753,13.2637,9.0512,0.3463,0.1828,0.2073,0.2001,4.6638,0.7537,0.5541,0.0000,0.0000,0.0000,0.0000
    46,-0.1138,0.0480,0.1453,31.6538,21.2552,0.0000,10.5304,227.9051,0.2906,0.0834,0.2451,0.0155,156.3540,23.2710,13.5589,9.5943,0.3480,0.1828,0.2124,0.2002,4.8269,0.8188,0.5747,0.0000,0.0000,0.0000,0.0000
    47,-0.1129,0.0510,0.0997,31.5321,21.1225,0.0000,10.6694,228.2287,0.2884,0.0808,0.2498,0.0159,159.2678,24.2467,13.8664,10.0466,0.3503,0.1829,0.2136,0.2001,4.9627,0.8593,0.5917,0.0000,0.0000,0.0000,0.0000
    48,-0.1124,0.0469,0.1118,31.3728,21.3135,0.0000,10.7949,228.7217,0.2480,0.0611,0.2564,0.0166,162.0425,25.5356,14.1488,10.6342,0.3540,0.1822,0.2151,0.2002,5.1446,0.9518,0.6125,0.0000,0.0000,0.0000,0.0000
    49,-0.1126,0.0584,0.1723,31.3102,21.9146,0.0000,10.8869,228.5111,0.1585,0.0203,0.2598,0.0170,165.4271,26.1572,14.4947,10.9320,0.3567,0.1812,0.2096,0.2002,5.0405,1.0353,0.6277,0.0000,0.0000,0.0000,0.0000
    50,-0.1115,0.0043,0.0123,31.2284,22.6087,0.0000,10.9263,226.4362,0.1507,0.0080,0.2620,0.0175,166.1123,26.8967,14.5495,11.2534,0.3561,0.1820,0.2168,0.2003,5.2796,1.0097,0.6370,0.0000,0.0000,0.0000,0.0000
    51,-0.1061,0.0780,0.1487,31.9677,20.7060,0.0000,10.3751,228.2447,0.2855,0.0630,0.2304,0.0142,148.1449,20.5643,12.7327,8.3487,0.3419,0.1846,0.2062,0.2001,4.5282,0.6664,0.5244,0.0000,0.0000,0.0000,0.0000
    52,-0.1095,0.0241,0.1498,31.9791,20.5741,0.0000,10.3768,228.0254,0.2826,0.0613,0.2300,0.0141,147.9925,20.5036,12.7178,8.3198,0.3419,0.1847,0.2061,0.2001,4.5213,0.6551,0.5233,0.0000,0.0000,0.0000,0.0000
    53,-0.1114,0.0064,0.1264,31.9706,20.4342,0.0000,10.3821,227.8514,0.2815,0.0614,0.2305,0.0141,148.1990,20.6131,12.7385,8.3673,0.3420,0.1849,0.2066,0.2001,4.5436,0.6441,0.5246,0.0000,0.0000,0.0000,0.0000
    54,-0.1150,0.0199,0.1330,31.8216,21.1835,0.0000,10.4645,227.9978,0.2776,0.0653,0.2374,0.0148,152.0010,21.8373,13.1258,8.9399,0.3451,0.1830,0.2072,0.2001,4.6501,0.7334,0.5488,0.0000,0.0000,0.0000,0.0000
    55,-0.1135,0.0075,0.0218,32.0445,20.2434,0.0000,10.3727,227.1234,0.2710,0.0524,0.2271,0.0139,146.7126,20.0326,12.5903,8.1054,0.3411,0.1851,0.2056,0.2000,4.4882,0.5844,0.5149,0.0000,0.0000,0.0000,0.0000
    56,-0.1146,-0.0012,0.0344,32.0477,20.3796,0.0000,10.3794,227.2971,0.2647,0.0491,0.2270,0.0139,146.8114,19.9914,12.6024,8.0882,0.3413,0.1849,0.2047,0.2000,4.4795,0.5921,0.5150,0.0000,0.0000,0.0000,0.0000
    57,-0.1157,0.0223,0.0565,32.0125,20.7558,0.0000,10.4190,228.0841,0.2671,0.0515,0.2289,0.0141,147.7753,20.3150,12.7012,8.2382,0.3423,0.1843,0.2049,0.2001,4.5114,0.6300,0.5205,0.0000,0.0000,0.0000,0.0000
    58,-0.1170,0.0187,0.1093,31.9801,21.6015,0.0000,10.3574,226.7888,0.2054,0.0366,0.2313,0.0144,150.7174,20.6280,12.9934,8.4302,0.3451,0.1812,0.2026,0.2001,4.3507,0.6644,0.5374,0.0000,0.0000,0.0000,0.0000
    59,-0.1153,0.0250,0.1022,31.8648,21.7906,0.0000,10.4088,227.2508,0.1820,0.0394,0.2365,0.0148,153.3610,21.5614,13.2567,8.8287,0.3470,0.1802,0.2044,0.2001,4.3942,0.7338,0.5536,0.0000,0.0000,0.0000,0.0000
    60,-0.1164,0.0173,0.0622,32.0641,22.4968,0.0000,10.3029,226.7070,0.0575,0.0063,0.2274,0.0142,150.1292,19.9503,12.9200,8.1114,0.3457,0.1773,0.2001,0.2001,4.0845,0.6568,0.5324,0.0000,0.0000,0.0000,0.0000
    61,-0.1145,0.0256,0.0319,31.6971,21.9230,0.0000,10.5842,228.8168,0.1002,0.0043,0.2429,0.0155,158.3866,22.9329,13.7700,9.4817,0.3518,0.1783,0.2016,0.2001,4.4732,0.8197,0.5836,0.0000,0.0000,0.0000,0.0000
    62,-0.1136,0.0157,0.0092,31.4175,22.3681,0.0000,10.7975,228.7857,0.0950,0.0029,0.2551,0.0166,163.9833,25.0735,14.3377,10.4542,0.3567,0.1781,0.2035,0.2001,4.7571,0.9505,0.6188,0.0000,0.0000,0.0000,0.0000
    63,-0.1136,0.0251,0.0221,31.3969,23.0953,0.0000,10.8238,226.5003,0.0501,0.0017,0.2573,0.0171,167.3055,25.5708,14.6603,10.6844,0.3596,0.1765,0.2029,0.2003,4.6924,1.0124,0.6389,0.0000,0.0000,0.0000,0.0000
    64,-0.1118,0.0000,0.0000,31.4877,22.8156,0.0000,10.7620,228.6770,0.1282,0.0121,0.2639,0.0172,168.6613,25.5745,14.7470,10.6964,0.3606,0.1730,0.2032,0.2017,4.5359,1.0276,0.6455,0.0000,0.0000,0.0000,0.0000
    65,-0.1064,0.0589,0.0625,31.9610,20.8287,0.0000,10.3734,227.9834,0.2844,0.0627,0.2304,0.0142,148.1233,20.5845,12.7308,8.3590,0.3419,0.1847,0.2065,0.2001,4.5410,0.6579,0.5244,0.0000,0.0000,0.0000,0.0000
    66,-0.1089,0.0184,0.0589,31.9753,20.7377,0.0000,10.3769,227.7788,0.2839,0.0616,0.2300,0.0142,147.9511,20.5046,12.7139,8.3221,0.3418,0.1848,0.2063,0.2000,4.5258,0.6515,0.5232,0.0000,0.0000,0.0000,0.0000
    67,-0.1062,0.0945,0.0879,32.1481,21.0153,0.0000,10.2604,228.2164,0.2464,0.0404,0.2233,0.0136,144.9834,19.1666,12.4156,7.7189,0.3399,0.1835,0.2012,0.2001,4.2577,0.5987,0.5039,0.0000,0.0000,0.0000,0.0000
    68,-0.1110,-0.0008,0.0725,31.9658,20.4902,0.0000,10.3889,227.8445,0.2812,0.0605,0.2305,0.0142,148.2434,20.6332,12.7436,8.3798,0.3421,0.1850,0.2066,0.2001,4.5406,0.6410,0.5249,0.0000,0.0000,0.0000,0.0000
    69,-0.1132,0.0179,0.0460,32.0590,20.3915,0.0000,10.3774,227.5918,0.2692,0.0512,0.2263,0.0139,146.2985,19.8882,12.5493,8.0383,0.3407,0.1851,0.2054,0.2000,4.4684,0.5880,0.5124,0.0000,0.0000,0.0000,0.0000
    70,-0.1149,0.0161,0.0389,32.1022,20.2591,0.0000,10.3760,227.3477,0.2632,0.0459,0.2246,0.0137,145.5718,19.5561,12.4772,7.8891,0.3403,0.1851,0.2043,0.2000,4.4163,0.5642,0.5074,0.0000,0.0000,0.0000,0.0000
    71,-0.1177,0.0231,0.0328,32.1029,21.0674,0.0000,10.3550,226.6577,0.2529,0.0416,0.2251,0.0138,145.9820,19.5899,12.5196,7.9066,0.3409,0.1841,0.2027,0.2001,4.3822,0.5683,0.5095,0.0000,0.0000,0.0000,0.0000
    72,-0.1183,0.0185,0.0706,32.1185,21.7857,0.0000,10.2887,226.3614,0.1757,0.0255,0.2247,0.0138,146.7388,19.4529,12.5865,7.8533,0.3419,0.1814,0.2008,0.2001,4.1656,0.5895,0.5136,0.0000,0.0000,0.0000,0.0000
    73,-0.1169,0.0333,0.0712,32.1193,20.5576,0.0000,10.3619,227.7143,0.2572,0.0429,0.2239,0.0137,145.2336,19.4119,12.4451,7.8235,0.3401,0.1848,0.2034,0.2000,4.3849,0.5665,0.5053,0.0000,0.0000,0.0000,0.0000
    74,-0.1182,0.0310,0.0215,32.1306,20.7546,0.0000,10.3430,226.9580,0.2561,0.0423,0.2234,0.0137,144.9536,19.3308,12.4175,7.7851,0.3399,0.1849,0.2031,0.2001,4.3737,0.5560,0.5038,0.0000,0.0000,0.0000,0.0000
    75,-0.1187,0.0066,0.0760,32.2036,22.8292,0.0000,10.1366,225.2442,0.0184,0.0012,0.2200,0.0138,147.4683,18.8598,12.6392,7.6585,0.3429,0.1763,0.2001,0.2002,3.8600,0.6210,0.5175,0.0000,0.0000,0.0000,0.0000
    76,-0.1173,0.0186,0.0199,31.8976,22.9331,0.0000,10.3809,226.7540,0.0124,0.0006,0.2360,0.0151,156.8441,21.4187,13.6008,8.8057,0.3514,0.1738,0.2001,0.2003,4.0135,0.8043,0.5736,0.0000,0.0000,0.0000,0.0000
    77,-0.1195,0.0518,0.0885,32.1877,21.7996,0.0000,10.1901,225.9369,0.1558,0.0210,0.2208,0.0136,144.9693,18.8919,12.4106,7.6258,0.3401,0.1824,0.2007,0.2001,4.1090,0.5638,0.5037,0.0000,0.0000,0.0000,0.0000
    78,-0.1199,0.0299,0.0745,32.2338,22.5566,0.0000,10.0920,225.0950,0.0253,0.0013,0.2180,0.0136,145.5846,18.5354,12.4466,7.4724,0.3410,0.1786,0.2001,0.2001,3.8685,0.5881,0.5068,0.0000,0.0000,0.0000,0.0000
    79,-0.1160,0.0218,0.0303,31.7598,22.9944,0.0000,10.6138,225.6697,0.0230,0.0013,0.2520,0.0159,165.1648,23.1192,14.4386,9.5919,0.3590,0.1718,0.2003,0.2007,4.2499,0.9659,0.6230,0.0000,0.0000,0.0000,0.0000
    80,-0.0291,0.0000,0.0000,31.8195,19.1354,0.0000,9.7579,233.4385,0.0896,0.0058,0.2527,0.0143,168.1310,22.1742,14.5421,9.1917,0.3634,0.1630,0.2024,0.2027,3.5938,0.9711,0.6152,0.0000,0.0000,0.0000,0.0000
    81,-0.0441,0.0000,0.0000,32.9994,19.3953,0.0000,7.5373,245.3953,0.1984,0.0183,0.2880,0.0122,191.2225,15.6589,16.5347,6.5563,0.3967,0.0999,0.2058,0.2151,0.9686,1.2853,0.6982,0.0000,0.0000,0.0000,0.0000
    82,-0.1067,0.0774,0.0359,32.1535,21.0283,0.0000,10.2419,227.9783,0.2421,0.0386,0.2228,0.0135,144.7218,19.0979,12.3898,7.6868,0.3397,0.1837,0.2013,0.2001,4.2462,0.5847,0.5025,0.0000,0.0000,0.0000,0.0000
    83,-0.1108,0.0467,0.0964,32.1044,21.0428,0.0000,10.3034,228.0361,0.2589,0.0459,0.2246,0.0138,145.5103,19.4745,12.4706,7.8550,0.3402,0.1842,0.2028,0.2001,4.3547,0.6089,0.5075,0.0000,0.0000,0.0000,0.0000
    84,-0.1116,0.0057,0.0391,32.0292,20.9269,0.0000,10.3496,228.0369,0.2726,0.0548,0.2276,0.0140,146.9186,20.0534,12.6104,8.1178,0.3411,0.1845,0.2049,0.2000,4.4604,0.6347,0.5165,0.0000,0.0000,0.0000,0.0000
    85,-0.1073,0.1801,0.0497,32.1774,21.0104,0.0000,10.2098,227.9408,0.2346,0.0352,0.2219,0.0134,144.3310,18.9346,12.3502,7.6129,0.3394,0.1836,0.2009,0.2001,4.2062,0.5722,0.5000,0.0000,0.0000,0.0000,0.0000
    86,-0.1146,-0.0005,0.0298,32.1007,20.3226,0.0000,10.3798,227.2529,0.2607,0.0455,0.2245,0.0137,145.4825,19.5465,12.4681,7.8847,0.3402,0.1852,0.2044,0.2000,4.4058,0.5597,0.5070,0.0000,0.0000,0.0000,0.0000
    87,-0.1167,0.0201,0.0799,32.1389,20.5350,0.0000,10.3261,227.1495,0.2543,0.0411,0.2228,0.0136,144.5514,19.2287,12.3766,7.7376,0.3394,0.1851,0.2033,0.2000,4.3538,0.5510,0.5016,0.0000,0.0000,0.0000,0.0000
    88,-0.1145,0.0021,0.0120,32.0703,20.6901,0.0000,10.3704,227.6979,0.2653,0.0491,0.2256,0.0138,145.9952,19.7351,12.5189,7.9708,0.3405,0.1849,0.2045,0.2000,4.4324,0.5935,0.5105,0.0000,0.0000,0.0000,0.0000
    89,-0.1207,0.0768,0.0629,32.1654,21.4044,0.0000,10.2571,226.2203,0.2157,0.0296,0.2219,0.0136,144.5724,19.0442,12.3754,7.6606,0.3396,0.1839,0.2016,0.2001,4.2483,0.5500,0.5016,0.0000,0.0000,0.0000,0.0000
    90,-0.1206,0.0584,0.0004,32.1370,20.8499,0.0000,10.3962,226.5709,0.2560,0.0415,0.2232,0.0137,144.8136,19.2714,12.4030,7.7579,0.3398,0.1851,0.2031,0.2000,4.3660,0.5438,0.5029,0.0000,0.0000,0.0000,0.0000
    91,-0.1224,0.1142,0.1015,32.1605,21.2685,0.0000,10.2747,226.2692,0.2259,0.0305,0.2218,0.0136,144.3014,19.0810,12.3513,7.6760,0.3393,0.1845,0.2021,0.2001,4.2775,0.5459,0.5002,0.0000,0.0000,0.0000,0.0000
    92,-0.1186,0.0602,0.1391,32.1821,21.0649,0.0000,10.1138,226.5119,0.2463,0.0364,0.2209,0.0133,143.1632,18.8410,12.2415,7.5571,0.3381,0.1850,0.2018,0.2001,4.2511,0.5511,0.4942,0.0000,0.0000,0.0000,0.0000
    93,-0.1216,0.0546,0.0419,32.1488,20.8145,0.0000,10.3846,226.2593,0.2545,0.0402,0.2222,0.0136,144.1108,19.1334,12.3340,7.6922,0.3390,0.1853,0.2031,0.2000,4.3391,0.5360,0.4991,0.0000,0.0000,0.0000,0.0000
    94,-0.1191,0.0042,0.0696,32.3026,22.8444,0.0000,10.0923,223.4608,0.0127,0.0004,0.2160,0.0134,145.4185,18.2993,12.4304,7.3609,0.3412,0.1771,0.2002,0.2003,3.7999,0.5861,0.5054,0.0000,0.0000,0.0000,0.0000
    95,-0.1185,0.0000,0.0000,32.3491,23.1268,0.0000,10.0951,226.8536,0.0133,0.0004,0.2232,0.0138,151.0735,18.6689,12.9778,7.5773,0.3476,0.1691,0.2007,0.2013,3.5530,0.6879,0.5358,0.0000,0.0000,0.0000,0.0000
    96,-0.0871,0.0000,0.0000,32.8851,21.3261,0.0000,10.0711,234.7151,0.0197,0.0004,0.2240,0.0133,150.6786,18.3818,12.8774,7.4229,0.3499,0.1726,0.2037,0.2041,3.6186,0.6553,0.5260,0.0000,0.0000,0.0000,0.0000
    97,-0.1210,0.0589,0.0602,32.2282,22.0924,0.0000,9.9969,225.2036,0.0749,0.0070,0.2179,0.0133,143.1693,18.4612,12.2226,7.3989,0.3385,0.1824,0.2002,0.2001,3.9968,0.5423,0.4940,0.0000,0.0000,0.0000,0.0000
    98,-0.1215,0.0486,0.0743,32.2436,22.3350,0.0000,10.0151,225.2641,0.0506,0.0023,0.2174,0.0133,143.7762,18.4250,12.2730,7.3953,0.3391,0.1809,0.2002,0.2001,3.9514,0.5537,0.4972,0.0000,0.0000,0.0000,0.0000
