Dates,E-coli,Enterococci,Flow volume,Oil and grease,Surfactants (MBAS),Total Dissolved Solids,Total Nitrogen,Total Phosphorus,Total Suspended Solids,pH,
737394.0000,24000.0000, NaN,4476.0000, NaN, NaN,550.0000,40.0000,12.0000,128.0000,7.7600,
737425.0000,24000.0000, NaN,4417.4700, NaN, NaN,600.0000,40.0000,5.0000,10.0000,7.7000,
737456.0000,24000.0000, NaN,4279.2600, NaN, NaN,660.0000,22.0000,6.7000,20.0000,7.4900,
737484.0000,17000.0000, NaN,4007.7800, NaN, NaN,630.0000,25.0000,5.7000,5.0000,7.7100,
737515.0000,8700.0000, NaN,4411.9900, NaN, NaN,680.0000,24.0000,4.9000,15.0000,7.6300,
737545.0000,14000.0000, NaN,4162.9300, NaN, NaN,670.0000,25.0000,1.2000,5.0000,7.4500,
737576.0000,3900.0000, NaN,4491.2500, NaN, NaN,660.0000,21.0000,2.2000,10.0000,7.5400,
737606.0000,4900.0000, NaN,4555.7900, NaN, NaN,560.0000,21.0000,4.7000,10.0000,7.5000,
737637.0000, NaN, NaN,4835.7100, NaN, NaN, NaN, NaN, NaN, NaN, NaN,
737668.0000,6500.0000, NaN,4883.4600, NaN, NaN,590.0000,15.0000,1.4000,10.0000,7.6200,
737698.0000,24000.0000, NaN,4697.0500, NaN, NaN,590.0000,16.0000,4.5000,10.0000,7.3800,
737729.0000,2600.0000, NaN,4384.6000, NaN, NaN,600.0000,17.0000,9.6000,10.0000,7.4600,
737759.0000,4600.0000, NaN,4421.1300, NaN, NaN,550.0000,13.0000,4.2000,2.5000,7.6700,
737790.0000,3700.0000, NaN,4257.4400, NaN, NaN,570.0000,12.0000,4.4000,5.0000,7.7100,
737821.0000,1700.0000, NaN,4325.9300, NaN, NaN,600.0000,12.0000,4.7000,2.5000,7.6200,
737850.0000,3700.0000, NaN,4204.1800, NaN, NaN,580.0000,15.0000,6.8000,2.5000,7.8000,
737881.0000,13000.0000, NaN,4550.0800, NaN, NaN,650.0000,14.0000,5.7000,2.5000,7.4700,
737911.0000,4400.0000, NaN,4296.7900, NaN, NaN,630.0000,15.0000,5.7000,5.0000,7.7700,
737942.0000,17000.0000, NaN,4639.6500, NaN, NaN,810.0000,17.0000,7.6000,5.0000,7.4900,
737972.0000,1400.0000, NaN,4549.8800, NaN, NaN,640.0000,24.0000,1.5000,10.0000,7.4500,
738003.0000,24000.0000, NaN,4703.1200, NaN, NaN,800.0000,17.0000,3.8000,5.0000,7.6700,
738034.0000,24000.0000, NaN,4922.1700, NaN, NaN,720.0000,12.0000,0.5800,10.0000,7.7700,
738064.0000,13000.0000, NaN,4700.3400, NaN, NaN,520.0000,16.0000,0.4500,5.0000,7.6200,
738095.0000,20000.0000, NaN,4704.1600, NaN, NaN,580.0000,16.0000,4.1000,5.0000,7.7700,
738125.0000,11000.0000, NaN,4588.6400, NaN, NaN,680.0000,14.0000,3.9000,5.0000,7.7400,
738156.0000,20000.0000, NaN,4604.3700, NaN, NaN,450.0000,15.0000,2.0000,10.0000,7.3200,
738187.0000,16000.0000, NaN,4555.1200, NaN, NaN,1240.0000,14.0000,5.0000,5.0000,7.5300,
738215.0000,12000.0000, NaN,4168.0900, NaN, NaN,630.0000,14.0000,0.8500,10.0000,7.6000,
738246.0000,8700.0000, NaN,4624.8800, NaN, NaN,700.0000,18.0000,5.4000,5.0000,7.4000,
738276.0000,16000.0000, NaN,4398.9400, NaN, NaN,590.0000,16.0000,4.3000,5.0000,7.6200,
738307.0000,24000.0000, NaN,4728.1300, NaN, NaN,620.0000,14.0000,6.4000,5.0000,7.4700,
738337.0000,3100.0000, NaN,4706.8200, NaN, NaN,630.0000,13.0000,0.9900,5.0000,7.5200,
